keyword,keyword sv,Keywords (in the same cluster),Avg Search Volume,Total_Search_Volume,relevance_score,Chewy_URL,product_count,CTR
horse liniments,6600,"horse liniments, liniment horse, liniments for horses, horse liniment ingredients, horse liniment oil, horse care liniments, horse liniment active ingredient","6600.0, 6600.0, 6600.0, 110.0, 50.0, 10.0, 10.0",19980,6.935436654,"https://www.chewy.com/absorbine-bigeloil-sore-muscle-joint/dp/226109, https://www.chewy.com/finish-line-ez-willow-sore-muscle/dp/225263, https://www.chewy.com/sore-no-more-horse-liniment/dp/260837, https://www.chewy.com/absorbine-veterinary-sore-muscle/dp/168363, https://www.chewy.com/mctarnahans-absorbent-blue-lotion/dp/235220, https://www.chewy.com/absorbine-veterinary-sore-muscle/dp/168363, https://www.chewy.com/absorbine-veterinary-topical/dp/226103, https://www.chewy.com/sore-no-more-horse-liniment/dp/260837, https://www.chewy.com/farnam-vetrolin-sore-muscle-joint/dp/142946, https://www.chewy.com/sore-no-more-gelotion-horse-liniment/dp/260841, https://www.chewy.com/absorbine-veterinary-sore-muscle/dp/331187, https://www.chewy.com/farnam-vetrolin-sore-muscle-joint/dp/142946, https://www.chewy.com/absorbine-veterinary-sore-muscle/dp/168363",56,0
playpen cats,6600,"playpen cats, cat cages and playpens","6600.0, 10.0",6610,7.573211178,"https://www.chewy.com/frisco-collapsible-wire-cat-cage/dp/212522, https://www.chewy.com/elitefield-2-door-soft-sided-dog-cat/dp/226651",60,0
suet feeders,6600,"suet feeders, suet cake feeders, round suet feeder, small suet feeder","6600.0, 110.0, 50.0, 10.0",6770,3.800564813,,16,
warrior cat games,6600,warrior cat games,6600,6600,0.95613286,,5,
black riding boots,5400,"black riding boots, riding boots black, black riding boots womens, womens black riding boots, tall riding boots black, riding boots black leather","5400.0, 5400.0, 4400.0, 4400.0, 390.0, 20.0",20010,5.989279906,,49,
cat stickers,5400,"cat stickers, car cat stickers, cat sticker car","5400.0, 720.0, 20.0",6140,3.262365089,,8,
chicken coops runs,5400,"chicken coops runs, chicken coop and run","5400.0, 2400.0",7800,2.677745229,"https://www.chewy.com/aivituvin-283-in-indoor-outdoor/dp/334478?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=Aivituvin&amp;utm_term=%7Bkeyword%7D, https://www.chewy.com/trixie-natura-outdoor-run-chicken/dp/248278",6,
dog litter,5400,"dog litter, dog litter puppies, dog first litter, puppy litter supplies, guide dog litter","5400.0, 170.0, 70.0, 20.0, 10.0",5670,8.674422326,"https://www.chewy.com/secondnature-dog-litter/dp/120530, https://www.chewy.com/shirley-ks-indoor-dog-potty-tray-x/dp/373640, https://www.chewy.com/b/litter-turf-1448, https://www.chewy.com/puppy-pan-dog-cat-small-animal-litter/dp/167814, https://www.chewy.com/secondnature-dog-litter/dp/120531?dept=dog*****MAIL, https://www.chewy.com/petsafe-pet-loo-portable-indoor/dp/167575, https://www.chewy.com/secondnature-dog-litter-25-lb-bag/dp/120531?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=Secondnature&amp;utm_term=%7Bkeyword%7D, https://www.chewy.com/puppy-go-potty-natural-paper-fiber/dp/254062, https://www.chewy.com/app/product-questions/120530, https://www.chewy.com/shirley-ks-indoor-dog-potty-tray-x/dp/335077, https://www.chewy.com/bark-potty-natural-disposable-dog/dp/384137, https://www.chewy.com/frisco-extra-large-dog-training/dp/117275?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=Frisco&amp;utm_term=%7Bkeyword%7D, https://www.chewy.com/dog-gone-smart-cat-litter-mat/dp/117785, https://www.chewy.com/frisco-extra-large-eco-conscious-dog/dp/253958?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=Frisco&amp;utm_term=%7Bkeyword%7D, https://www.chewy.com/puppy-go-potty-natural-paper-fiber/dp/254063?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=Puppy%20Go%20Potty&amp;utm_term=%7Bkeyword%7D, https://www.chewy.com/puppy-pan-dog-cat-small-animal-litter/dp/167816, https://www.chewy.com/frisco-corner-small-pet-litter-box/dp/291352, https://www.chewy.com/secondnature-dog-litter/product-reviews/120530, https://www.chewy.com/frisco-high-sided-small-pet-litter/dp/291361, https://www.chewy.com/puppies-in-bloom-colorful-puppy/dp/157107, https://www.chewy.com/puppies-in-bloom-colorful-puppy/dp/157107",278,0.005854178
reef aquariums,5400,"reef aquariums, nature aquariums, saltwater aquarium coral, saltwater aquarium decorations coral","5400.0, 1900.0, 320.0, 20.0",7640,6.284634956,"https://www.chewy.com/instant-ocean-holdfast-epoxy-stick/dp/128301, https://www.chewy.com/instant-ocean-reef-salt-aquariums/dp/128293",54,0
riding boots horse,5400,"riding boots horse, white horse boots","5400.0, 70.0",5470,7.831059559,https://www.chewy.com/tough-1-extreme-vented-horse-sport/dp/134384,113,
vitamins fish oil,5400,"vitamins fish oil, fish oil omega 3 vitamins, omega 3 fish oil vitamins, nature made vitamins fish oil, nordic vitamins fish oil, fish oil vitamins for","5400.0, 140.0, 140.0, 50.0, 20.0, 10.0",5760,7.788528784,,2577,
acrylic for aquariums,4400,"acrylic for aquariums, cleaning acrylic aquariums","4400.0, 110.0",4510,6.858035492,https://www.chewy.com/glasscages-acrylic-fish-aquarium/dp/333221,68,0
dog vest anxiety,4400,dog vest anxiety,4400,4400,4.893443582,"https://www.chewy.com/b/anxiety-vests-apparel-2704, https://www.chewy.com/thundershirt-classic-anxiety-calming/dp/41098",19,0.25
jolly ball dog,4400,jolly ball dog,4400,4400,7.173192875,"https://www.chewy.com/jolly-pets-10-push-n-play-ball-dog/dp/116164, https://www.chewy.com/jolly-pets-jolly-jumper-ball-dog-toy/dp/102388, https://www.chewy.com/jolly-pets-romp-n-roll-dog-toy-red/dp/38689, https://www.chewy.com/jolly-pets-tug-n-toss-dog-toy-red/dp/38680, https://www.chewy.com/jolly-pets-teaser-ball-dog-toy-red/dp/38695, https://www.chewy.com/jolly-pets-tuff-tosser-dog-toy/dp/121661, https://www.chewy.com/jolly-pets-14-push-n-play-dog-toy/dp/116170, https://www.chewy.com/jolly-pets-jolly-soccer-ball-dog-toy/dp/183306, https://www.chewy.com/jolly-pets-tug-mals-turtle-dog-toy/dp/38672, https://www.chewy.com/jolly-pets-tuff-dog-toy/dp/121664, https://www.chewy.com/jolly-pets-tug-n-toss-mini-dog-toy/dp/108245, https://www.chewy.com/jolly-pets-romp-n-roll-dog-toy-orange/dp/118751, https://www.chewy.com/jolly-pets-jolly-egg-dog-toy-red/dp/102418, https://www.chewy.com/jolly-pets-jolly-jumper-ball-dog-toy/dp/102385, https://www.chewy.com/jolly-pets-romp-n-roll-dog-toy/dp/38687, https://www.chewy.com/jolly-pets-tug-n-toss-mini-dog-toy/dp/108242, https://www.chewy.com/jolly-pets-bounce-n-play-dog-toy/dp/38692, https://www.chewy.com/jolly-pets-romp-n-roll-dog-toy/dp/38690, https://www.chewy.com/jolly-pets-tug-n-toss-dog-toy/dp/102434, https://www.chewy.com/jolly-pets-teaser-ball-dog-toy-blue/dp/38798?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=Jolly%20Pets&amp;utm_term=%7Bkeyword%7D, https://www.chewy.com/jolly-pets-monster-mouth-dog-toy/dp/38696, https://www.chewy.com/jolly-pets-bounce-n-play-dog-toy/dp/38691, https://www.chewy.com/jolly-pets-14-push-n-play-dog-toy/dp/116172, https://www.chewy.com/jolly-pets-monster-ball-dog-toy/dp/38697, https://www.chewy.com/jolly-pets-teaser-ball-dog-toy-blue/dp/38694, https://www.chewy.com/brands/jolly-pets-6941, https://www.chewy.com/jolly-pets-tuff-treader-dog-toy/dp/121658, https://www.chewy.com/jolly-pets-tug-n-toss-dog-toy-purple/dp/38684, https://www.chewy.com/jolly-pets-tug-n-toss-mini-dog-toy/dp/108240, https://www.chewy.com/jolly-pets-tug-n-toss-mini-dog-toy/dp/108239",28,0.03875969
small batch dog food,4400,small batch dog food,4400,4400,4.046588234,"https://www.chewy.com/full-moon-artisanal-small-batch-maple/dp/132373, https://www.chewy.com/full-moon-artisanal-small-batch-honey/dp/132396, https://www.chewy.com/purina-beyond-small-batch-beef-egg/dp/139780, https://www.chewy.com/purina-beyond-small-batch-white-meat/dp/139787, https://www.chewy.com/purina-beyond-small-batch-white-meat/dp/139777, https://www.chewy.com/full-moon-artisanal-small-batch-black/dp/132364, https://www.chewy.com/stella-chewys-duck-duck-goose-dinner/dp/132996, https://www.chewy.com/full-moon-artisanal-small-batch/dp/132376",11,0
up country dog collars,4400,"up country dog collars, up country cat collars","4400.0, 40.0",4440,2.541226003,"https://www.chewy.com/remington-double-ply-patterned-hound/dp/228126, https://www.chewy.com/remington-double-ply-patterned-hound/dp/228139, https://www.chewy.com/buckle-down-country-plastic-clip/dp/232623, https://www.chewy.com/country-brook-design-tie-dye-flowers/dp/162033, https://www.chewy.com/perfect-dog-command-training-dog/dp/160682, https://www.chewy.com/frisco-outdoor-ultra-reflective-nylon/dp/283150, https://www.chewy.com/remington-double-ply-patterned-hound/dp/228147, https://www.chewy.com/country-brook-design-tie-dye-flowers/dp/162034, https://www.chewy.com/country-brook-design-woodland-camo/dp/162038, https://www.chewy.com/k9-explorer-reflective-dog-collar/dp/185371, https://www.chewy.com/remington-double-ply-patterned-hound/dp/228152, https://www.chewy.com/buckle-down-state-plastic-clip/dp/232633, https://www.chewy.com/country-brook-design-paisley/dp/145126, https://www.chewy.com/omnipet-signature-leather-dog-collar/dp/163384, https://www.chewy.com/country-brook-design-paisley/dp/145119, https://www.chewy.com/frisco-solid-nylon-martingale-dog/dp/166128",7,0
blue fish aquariums,3600,"blue fish aquariums, aquarium lights blue, blue freshwater fish for aquariums","3600.0, 480.0, 20.0",4100,6.969394258,,376,
english riding boots,3600,english riding boots,3600,3600,8.150626873,,41,
farming mealworms,3600,"farming mealworms, mealworms raising, raising mealworms, mealworms larvae, fishing with mealworms, mealworms for fishing, mealworms for koi fish, use of mealworms","3600.0, 1600.0, 1600.0, 590.0, 480.0, 480.0, 10.0, 10.0",8370,8.276005071,https://www.chewy.com/zoo-med-can-o-worms-mealworms/dp/125788,76,
sticker dogs,3600,"sticker dogs, the dog stickers","3600.0, 210.0",3810,3.891933365,,12,
bearded dragon lights,2900,"bearded dragon lights, light bearded dragon, bearded dragon lights at night, bearded dragon red light, bearded dragon infrared light at night, bearded dragon lights off at night","2900.0, 2900.0, 880.0, 260.0, 10.0, 10.0",6960,6.450891976,"https://www.chewy.com/b/heating-lighting-14000, https://www.chewy.com/zoo-med-reptisun-led-uvb-terrarium/dp/344996?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=Zoo%20Med&amp;utm_term=%7Bkeyword%7D",159,0.009836066
catnip seeds,2900,"catnip seeds, organic catnip seeds","2900.0, 50.0",2950,4.90888732,,22,
chicken feed fermentation,2900,"chicken feed fermentation, fermenting chicken feed, fermenting chicken feed pellets, fermenting chicken feed with molasses","2900.0, 2900.0, 40.0, 30.0",5870,6.706874169,"https://www.chewy.com/kalmbach-feeds-all-natural-20-flock/dp/244693, https://www.chewy.com/kalmbach-feeds-all-natural-17-protein/dp/226623, https://www.chewy.com/mile-four-21-organic-whole-grain/dp/313243, https://www.chewy.com/mile-four-18-organic-whole-grain/dp/313241, https://www.chewy.com/mile-four-21-organic-mash-starter/dp/384835, https://www.chewy.com/mile-four-16-organic-mash-layer/dp/384831, https://www.chewy.com/kalmbach-feeds-all-natural-17-protein/dp/226623, https://www.chewy.com/mile-four-21-organic-whole-grain/dp/313243, https://www.chewy.com/mile-four-16-organic-whole-grain/dp/384844, https://www.chewy.com/mile-four-18-organic-whole-grain/dp/313241, https://www.chewy.com/mile-four-18-organic-mash-grower/dp/384833",1287,0.25
dog leash running,2900,"dog leash running, dog leashes for running, dog leash jogging","2900.0, 2900.0, 170.0",5970,4.092850423,,14,
frog rocks,2900,"frog rocks, rock frog","2900.0, 480.0",3380,2.277355526,,7,
horse blankets for winter,2900,horse blankets for winter,2900,2900,7.530087146,,50,
horse cribbing,2900,"horse cribbing, horse cribbing products","2900.0, 10.0",2910,3.915149564,https://www.chewy.com/weaver-leather-horse-miracle-collar/dp/162155,14,0
litter box bunny,2900,litter box bunny,2900,2900,8.034908771,,50,
matching dog sweaters,2900,"matching dog sweaters, dog sweaters matching, matching cat sweaters, matching sweaters with cat","2900.0, 210.0, 140.0, 140.0",3390,5.517483456,,20,
riding gloves,2900,"riding gloves, leather riding gloves, riding gloves leather, riding gloves for winter, winter riding gloves, horse riding gloves for winter, horse riding gloves winter, riding gloves horse winter, riding to gloves","2900.0, 880.0, 880.0, 480.0, 480.0, 210.0, 210.0, 10.0, 10.0",6060,4.012691948,"https://www.chewy.com/horze-crochet-horse-riding-gloves/dp/305038, https://www.chewy.com/horze-multi-stretch-horse-riding/dp/305015",16,0
chicken sesame seeds,2400,"chicken sesame seeds, chicken with sesame seeds, chicken with mustard seeds","2400.0, 2400.0, 40.0",4840,6.190570843,,30,
dog bell pepper,2400,dog bell pepper,2400,2400,2.932818148,,7,
filter media,2400,"filter media, canister filter media, mechanical filter media, filter media for canister filter, external filter media, filter media water, no filter media","2400.0, 140.0, 70.0, 20.0, 10.0, 10.0, 10.0",2660,5.82431403,"https://www.chewy.com/b/filter-media-927, https://www.chewy.com/fluval-peat-granules-filter-media/dp/124177, https://www.chewy.com/marineland-c-series-canister-carbon/dp/125874, https://www.chewy.com/marineland-c-530-canister-foam-filter/dp/125908, https://www.chewy.com/eheim-ehfifix-mechanical-filter-media/dp/325705, https://www.chewy.com/eheim-ehfimech-mechanical-filter/dp/325707",445,0.005405405
horse bell boots,2400,"horse bell boots, xxl horse bell boots, xxl horse boots","2400.0, 10.0, 10.0",2420,3.027077835,,7,
aquariums by size,1900,aquariums by size,1900,1900,3.510093437,,22,
cat games birds,1900,"cat games birds, cat games with birds","1900.0, 30.0",1930,1.973539441,,7,
chicken coops winter,1900,chicken coops winter,1900,1900,3.001866224,,12,
dog coats patterns,1900,"dog coats patterns, patterns for dog coats, dog coats patterns free, free patterns for dog coats, dog coats knitting patterns, free knitting patterns for dog coats, knitted dog coats patterns free, free knitting pattern for dog coats for small dogs","1900.0, 1900.0, 720.0, 720.0, 140.0, 110.0, 110.0, 10.0",5610,6.591209229,,30,
dog supplies hunting,1900,"dog supplies hunting, hunter dog supplies, hunting dog supplies","1900.0, 1900.0, 1900.0",5700,5.479307102,,118,
mealworms chickens,1900,mealworms chickens,1900,1900,9.047981748,https://www.chewy.com/happy-hen-treats-mealworm-frenzy/dp/122432,74,0
riding breeches,1900,"riding breeches, riding breeches women's, women's riding breeches, ladies riding breeches, navy riding breeches","1900.0, 320.0, 320.0, 20.0, 10.0",2570,6.366357884,"https://www.chewy.com/tuffrider-ladies-ribb-lowrise-pull/dp/252446?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=TuffRider&amp;utm_term=%7Bkeyword%7D, https://www.chewy.com/horze-equestrian-womens-tara-high/dp/297568, https://www.chewy.com/horze-equestrian-womens-active-full/dp/281501, https://www.chewy.com/horze-equestrian-womens-daniela/dp/297555",43,0.2
snake lamp,1900,snake lamp,1900,1900,7.698228195,,58,
cat games laser,1600,"cat games laser, laser cat games, cat laser ball","1600.0, 1600.0, 20.0",3220,3.058157995,"https://www.chewy.com/ethical-pet-led-motion-activated-ball/dp/180987, https://www.chewy.com/pet-zone-ball-furry-fury-cat-toy/dp/171024, https://www.chewy.com/ethical-pet-laser-exerciser-original/dp/56334, https://www.chewy.com/petsafe-bolt-interactive-laser-cat/dp/55753, https://www.chewy.com/jackson-galaxy-spiral-galaxy-led/dp/126716, https://www.chewy.com/kong-laser-cat-toy/dp/47803",15,
cat gifts for mom,1600,"cat gifts for mom, cat mom gifts, gifts for cat mom, cat lady gifts, cat person gifts, cat parent gifts, gifts for a cat mom, black cat mom gifts, ladies cat gifts","1600.0, 1600.0, 1600.0, 590.0, 210.0, 70.0, 40.0, 10.0, 10.0",5730,7.039993284,https://www.chewy.com/b/cat-moms-13846,112,
cat tree leaves,1600,cat tree leaves,1600,1600,2.339364848,"https://www.chewy.com/go-pet-club-67-in-forest-leaves-cat/dp/243675, https://www.chewy.com/go-pet-club-61-in-forest-leaves-cat/dp/243651, https://www.chewy.com/go-pet-club-58-in-forest-leaves-cat/dp/243629, https://www.chewy.com/go-pet-club-85-in-forest-leaves-cat/dp/243712, https://www.chewy.com/go-pet-club-71-in-forest-leaves-cat/dp/243688, https://www.chewy.com/go-pet-club-74-in-forest-leaves-cat/dp/243700",6,0.007633588
chicken feed layer,1600,"chicken feed layer, chicken feed block, chicken seed block, chicken feed egg layer","1600.0, 90.0, 40.0, 20.0",1750,7.804603531,"https://www.chewy.com/kalmbach-feeds-all-natural-hi-omegga/dp/244673, https://www.chewy.com/healthy-harvest-whole-hearty-layer/dp/226649, https://www.chewy.com/kalmbach-feeds-henhouse-reserve/dp/341685, https://www.chewy.com/kalmbach-feeds-all-natural-hi-omegga/dp/244673, https://www.chewy.com/mile-four-oyster-shell-calcium-hen/dp/371422, https://www.chewy.com/kalmbach-feeds-all-natural-poultry/dp/244655, https://www.chewy.com/kalmbach-feeds-all-natural-non-gmo-18/dp/244667, https://www.chewy.com/kalmbach-feeds-all-natural-non-gmo-17/dp/244670, https://www.chewy.com/kalmbach-feeds-all-natural-20-flock/dp/244679, https://www.chewy.com/pampered-chicken-mama-fluffiest/dp/312658, https://www.chewy.com/blue-seal-home-fresh-extra-egg-layer/dp/273451",81,0
dog treats no bake,1600,"dog treats no bake, no bake dog treats, no bake peanut butter dog treats, no bake peanut butter treats for dogs, peanut butter dog treats no bake, no peanut butter dog treats, no bake dog cookies, peanut butter oatmeal dog treats - no bake, no cook dog treats, no-bake carrot dog treats, oatmeal peanut butter dog treats no bake, no bake sweet potato dog treats, oat flour peanut butter dog treats, sweet potato dog treats oven","1600.0, 1600.0, 480.0, 480.0, 480.0, 50.0, 40.0, 40.0, 30.0, 20.0, 20.0, 10.0, 10.0, 10.0",4870,9.11356632,,358,
dog water bottle crate,1600,"dog water bottle crate, dog water bottle kennel, puppy crate water","1600.0, 390.0, 50.0",2040,5.675374074,,34,
